Datetime,Text,Username,Retweets,Favourite Count,Location
2020-07-17 07:16:03+00:00,"Google Podcasts creator Program 2020 (USD$12,000 Fund) - https://opportunitiesforyoungkenyans.co.ke/2020/07/17/google-podcasts-creator-program-2020-usd12000-fund/ #IkoKaziKe #PataKaziKe #Gethir...",Simon_Ingari,1,0,
2020-07-17 07:14:50+00:00,#IkoKaziKE,FauroFuego,0,0,
2020-07-17 07:14:36+00:00,These are some of the jobs that will be in high demand post #COVID19 as employers compete for talent that will help their businesses recover. Be informed and get ready to seize the opportunities! https://bit.ly/2OuU2a4 #IkoKaziKE #IkoKazi #covid19Ke,fuzu,0,1,
2020-07-17 07:12:22+00:00,Art on paper of @KevinHart4real just tag him and retweet till he see it #MaishaConcertFriday #MainaAndKingangi #KOT #KOTLoyals #fridaymorning #WorldEmojiDay #IkoKaziKE #BuildingBackABetterKE,duncoarts,0,1,
2020-07-17 07:11:33+00:00,TWAS-NRF Doctoral Fellowship Programme 2020/2021 - https://opportunitiesforyoungkenyans.co.ke/2020/07/17/twas-nrf-doctoral-fellowship-programme-20202021/ #IkoKaziKe #PataKaziKe #Gethired #Jo...,Simon_Ingari,1,0,
2020-07-17 07:09:01+00:00,Vodacom Discover Graduate Programme for Africans 2020/2021 - https://opportunitiesforyoungkenyans.co.ke/2020/07/17/vodacom-discover-graduate-programme-africans-20202021/ #IkoKaziKe #PataKaziKe #Ge...,Simon_Ingari,1,0,
2020-07-17 07:08:19+00:00,"Welcome to Hilton Home Products. We offer quality and affordable gypsum ceilings to meet out clients needs. Email, WhatsApp or call us at 0716323205 / 0746565356 #IkoKaziKE #interiordesign #nairobi #ke #Kenya",hiltonhomeke,0,0,
2020-07-17 07:07:36+00:00,#IkoKaziKE Cleaning Supervisor III (150 Posts) at Ministry of Public Service and Gender https://jobsearchke.com/job/cleaning-supervisor-iii-150-posts-at-ministry-of-public-service-and-gender/,jobsearchke,0,0,
2020-07-17 07:04:53+00:00,Great news. We’ve got a complimentary cake. @imanijamila will be baking for the children. I can’t wait to see smiles on their faces. #CakeForKids #IkoKaziKE ,hassanalihatim,1,2,
2020-07-17 07:04:33+00:00,"Improve the lives of the youth and you improve the life of society in general. Creating jobs, financial and social empowerment are things we hold close to heart and so, heko and THANK YOU! To all who make us who we are, we celebrate you! #WeSpeakFish #IkoKaziKE #SportPesa",VictoryFarmsLtd,1,1,
2020-07-17 07:04:23+00:00,Funded DAAD ClimapAfrica Postdoc Fellowship 2020 - https://opportunitiesforyoungkenyans.co.ke/2020/07/17/funded-daad-climapafrica-postdoc-fellowship-2020/ #IkoKaziKe #PataKaziKe #Gethired #Jo...,Simon_Ingari,1,0,
2020-07-17 07:01:53+00:00,"Tuliskia mnataka red soil na manure na sisi tukasema tutakuja na lorry Order online today, red soil and manure available at http://asepsis-kenya.com/product-category/red-soil-manure #AsepsisKenya #KOT #KOTLoyals #IkoKaziKE #Farmers #Kilimo #TukoPamoja",AsepsisKenyaltd,0,0,
2020-07-17 07:01:46+00:00,"Tray of Eggs available at wholesale price of ksh310, 90trays remaining, get in touch #IkoKaziKE @IkoKaziKenya #mkulimayoung",FlavionsKimani,2,2,
2020-07-17 06:59:10+00:00,#IkoKaziKE support my hustle this weekend professional TV mounting at 1000ksh cable management / trunking done also done -see attached pics.. CALL/WHATSAPP 0713332260 Owino Uhuru kissing #KameneAndJalas tanzania eldoret rwanda,proTvMounting,1,1,
2020-07-17 06:56:46+00:00,#IkoKaziKE Clerical Officer II at Ministry of Public Service and Gender (250 Posts) https://jobsearchke.com/job/clerical-officer-ii-at-ministry-of-public-service-and-gender-250-posts/,jobsearchke,0,0,
2020-07-17 06:56:01+00:00,+Free delivery +TRENDY BOOTS +Sh 1999 +0720682111 #KameneAndJalas #HalaMadrid #Ruto #CRYMUN #TraceFestKE Kissing Owino Uhuru Martial Tanzania Atwoli Hazard Rwanda Maguire Somalis Sonko Man utd Ghana Dear God Airtel #IkoKaziKE #ViatuKE Ruto #covid19Ke Kenyatta Raila Kikuyu,OyierNemia,0,2,
2020-07-17 06:50:34+00:00,#IkoKaziKE Women and imposter syndrome ,shecyclesnbi,1,0,
2020-07-17 06:40:35+00:00,I'm actively looking for virtual assistant opportunities now that WFH is the new norm. Please RT. My client is definitely on your TL. #IkoKaziKE @johnnjenga,gitagiamonique,9,4,
2020-07-17 06:38:17+00:00,#IkoKaziKE Junior Sales Executive at SYBL https://jobsearchke.com/job/junior-sales-executive-at-sybl/,jobsearchke,0,0,
2020-07-17 06:36:24+00:00,#IkoKaziKE Partnerships And Resource Mobilization Intern at AFIDEP https://jobsearchke.com/job/finance-internship-at-african-institute-for-development-policy/,jobsearchke,0,0,
2020-07-17 06:36:03+00:00,"For all your filtration services, http://www.pure-safe.com #filtrationservices #watertreatment #waterfiltration #filtercartridges #IkoKaziKE #fridaymorning #BuildingBackABetterKE #WorldEmojiDay #MainaAndKingangi #KOT",PureSafe2,1,1,
2020-07-17 06:34:49+00:00,#IkoKaziKE Finance Internship at African Institute for Development Policy https://jobsearchke.com/job/finance-internship-at-african-institute-for-development-policy/,jobsearchke,0,0,
2020-07-17 06:34:26+00:00,HELB Waives 1000 Clearance Certificate Fee - https://opportunitiesforyoungkenyans.co.ke/2020/07/17/helb-waives-1000-clearance-certificate-fee/ #IkoKaziKe #PataKaziKe #Gethired #JobSeeke...,Simon_Ingari,1,1,
2020-07-17 06:30:19+00:00,Creaw Hiring - https://opportunitiesforyoungkenyans.co.ke/2020/07/17/creaw-hiring-2/ #IkoKaziKe #PataKaziKe #Gethired #JobSeekers #Jobs #Internships #scholar...,Simon_Ingari,1,0,
2020-07-17 06:28:28+00:00,Evidence Frontiers Hiring - https://opportunitiesforyoungkenyans.co.ke/2020/07/17/evidence-frontiers-hiring/ #IkoKaziKe #PataKaziKe #Gethired #JobSeekers #Jobs #Interns...,Simon_Ingari,1,0,
2020-07-17 06:27:06+00:00,Strathmore Hiring - https://opportunitiesforyoungkenyans.co.ke/2020/07/17/strathmore-hiring-4/ #IkoKaziKe #PataKaziKe #Gethired #JobSeekers #Jobs #Internships #sc...,Simon_Ingari,1,0,
2020-07-17 06:27:04+00:00,#IkoKaziKe ,shecyclesnbi,0,0,
2020-07-17 06:27:04+00:00,#IkoKaziKe ,shecyclesnbi,0,0,
2020-07-17 06:24:15+00:00,#ikokazike ,wamuyuwachira,0,0,
2020-07-17 06:23:16+00:00,"KCB Hiring – Senior Manager, Systems Infrastructure - https://opportunitiesforyoungkenyans.co.ke/2020/07/17/kcb-hiring-senior-manager-systems-infrastructure/ #IkoKaziKe #PataKaziKe #Gethired ...",Simon_Ingari,1,0,
2020-07-17 06:21:37+00:00,#ikokazike ,wamuyuwachira,0,0,
2020-07-17 06:15:51+00:00,Internship Opportunity – Clerical & Administrative Duties - https://opportunitiesforyoungkenyans.co.ke/2020/07/17/internship-opportunity-clerical-administrative-duties/ #IkoKaziKe #PataKaziKe #Get...,Simon_Ingari,0,0,
2020-07-17 06:15:30+00:00,#IkoKaziKE After Sales Technicians at Startimes Media Kenya https://jobsearchke.com/job/after-sales-technicians-at-startimes-media-kenya/,jobsearchke,0,0,
2020-07-17 06:15:26+00:00,Store Assistants Vacant – 6 Positions - https://opportunitiesforyoungkenyans.co.ke/2020/07/17/store-assistants-vacant-6-positions/ #IkoKaziKe #PataKaziKe #Gethired #JobSeekers #J...,Simon_Ingari,2,1,
2020-07-17 06:03:52+00:00,Job Hunting can be emotionally draining . To ensure that nobody goes through job hunting alone; We have Job Telegram Group Join us and help fight unemployment in Kenya https://t.me/joinchat/KcLbYxQaGjds6wb2q5AErw #IkoKaziKe #PataKaziKe #Gethired #JobSeekers #Jobs #Internships #recruitment,Simon_Ingari,0,0,
2020-07-17 06:03:05+00:00,Job Hunting can be emotionally draining . To ensure that nobody goes through job hunting alone; We have Job Telegram Group Join us and help fight unemployment in Kenya https://t.me/joinchat/KcLbYxQaGjds6wb2q5AErw #IkoKaziKe #mileleconcertfriday,Simon_Ingari,0,0,
2020-07-17 06:02:46+00:00,Job Hunting can be emotionally draining . To ensure that nobody goes through job hunting alone; We have Job Telegram Group Join us and help fight unemployment in Kenya https://t.me/joinchat/KcLbYxQaGjds6wb2q5AErw #IkoKaziKe #fridaymorning,Simon_Ingari,0,1,
2020-07-17 06:02:25+00:00,Job Hunting can be emotionally draining . To ensure that nobody goes through job hunting alone; We have Job Telegram Group Join us and help fight unemployment in Kenya https://t.me/joinchat/KcLbYxQaGjds6wb2q5AErw #IkoKaziKe #MainaAndKingangi,Simon_Ingari,1,0,
2020-07-17 06:02:10+00:00,Job Hunting can be emotionally draining . To ensure that nobody goes through job hunting alone; We have Job Telegram Group Join us and help fight unemployment in Kenya https://t.me/joinchat/KcLbYxQaGjds6wb2q5AErw #IkoKaziKe #BuildingBackABetterKE,Simon_Ingari,1,0,
2020-07-17 06:01:56+00:00,Job Hunting can be emotionally draining . To ensure that nobody goes through job hunting alone; We have Job Telegram Group Join us and help fight unemployment in Kenya https://t.me/joinchat/KcLbYxQaGjds6wb2q5AErw #IkoKaziKe #MaishaConcertFriday,Simon_Ingari,0,0,
2020-07-17 06:00:00+00:00,#IkoKaziKE ,jobalertske,0,0,
2020-07-17 05:52:54+00:00,#IkoKaziKE Driver at Ministry of Public Service and Gender https://jobsearchke.com/job/driver-at-ministry-of-public-service-and-gender/,jobsearchke,0,0,
2020-07-17 05:52:13+00:00,Hey A friend is looking for a male assistant (25-28yrs) with speciality and basic knowledge in accounting and taxation. If interested DM for details. #IkoKaziKE,wambua1,7,1,
2020-07-17 05:50:09+00:00,10 CV Writing Tips That Will Guarantee Interview Call - https://opportunitiesforyoungkenyans.co.ke/2020/07/17/10-cv-writing-tips-will-guarantee-interview-call/ #IkoKaziKe #PataKaziKe #Gethire...,Simon_Ingari,0,0,
2020-07-17 05:46:22+00:00,"Youth need to be branded a platform where they can speak out powerfully,take appropriate action and inspire a belief that will have a catalytic impact #IkoKaziKE #COVID19 #COVID__19",JaljalOyamo,2,2,
2020-07-17 05:42:37+00:00,Good morning Farmers Let's appreciate the hard work done by Farmers for adequate food supply.. launching a new garlic project today #agriculture #InspirationalQuotes #IkoKaziKE ,SaumuEmpire,0,1,
2020-07-17 05:42:34+00:00,#IkoKaziKE Internship Opportunities at ShopIT 1. Digital Marketing Internship at ShopIT https://jobsearchke.com/job/digital-marketing-internship-at-shopit/ 2. Human Resource Internship at ShopIT https://jobsearchke.com/job/human-resource-internship-at-shopit/ 3. Customer Service Internship at ShopIT https://jobsearchke.com/job/customer-service-internship-at-shopit/,jobsearchke,0,0,
2020-07-17 05:36:44+00:00,"INTERNSHIP | Finance Intern | @Afidep | Nairobi, Kenya | NGO | Bachelors Degree in Finance or Accounting CPA part 2; 1 -2 years experience in a similar role in an INGO | Mid Level | Closing 2nd February 2020 | https://bit.ly/2CjVGca #IkoKaziKE #IkoKazi",Finance_501,4,2,
2020-07-17 05:36:25+00:00,Murang’a County Hiring In 17 Departments - https://opportunitiesforyoungkenyans.co.ke/2020/07/16/68225/ #IkoKaziKe #PataKaziKe #Gethired #JobSeekers...,Simon_Ingari,1,1,
2020-07-17 05:35:50+00:00,Ajira Digital Offering 7 Courses Free Of Charge - https://opportunitiesforyoungkenyans.co.ke/2020/07/17/ajira-digital-offering-7-courses-free-charge/ #IkoKaziKe #PataKaziKe #Gethired #Job...,Simon_Ingari,0,2,
2020-07-17 05:33:48+00:00,Ajira Digital Offering In 7 Courses Free Of Charge - https://opportunitiesforyoungkenyans.co.ke/2020/07/17/ajira-digital-offering-7-courses-free-charge/ #IkoKaziKe #PataKaziKe #Gethired #...,Simon_Ingari,8,4,
2020-07-17 05:32:00+00:00,"JOB | Business Intelligence & Analytics Manager | @Samasource | Nairobi, Kenya | Tech | BA in Business Intelligence preferred or Finance/Statistics/Analytics; 3 years working in BI/BA roles | Mid Level | Closing 28th July 2020 | https://bit.ly/30m326K #IkoKaziKE #IkoKazi",Finance_501,3,2,
2020-07-17 05:20:30+00:00,#IkoKaziKE Van Sales Rep – Bread Company (30K) https://jobsearchke.com/job/van-sales-rep-bread-company-30k/,jobsearchke,0,1,
2020-07-17 05:11:06+00:00,"Watu wa kucreate parody accounts. I need an american account that has been operational for one year or more. Male, and willing to buy. #IkoKaziKE",MarkMuchina,0,1,
2020-07-17 05:09:54+00:00,#IkoKaziKE Trade Developer – Bread Company (45-50K) https://jobsearchke.com/job/trade-developer-bread-company-45-50k/,jobsearchke,0,0,
2020-07-17 05:03:00+00:00,"JOB | Senior Associate | @InstiglioInc | Nairobi, Kenya | NGO | BA Degree in Economics, Development Economics, Statistics, or related fields; 4 years experience | Mid-Senior Level | Expected Starting Date: June-August 2020 | https://bit.ly/2OuGkUE #IkoKaziKE #IkoKazi",Finance_501,3,2,
2020-07-17 05:02:00+00:00,"JOB | Chief Manager – Audit Coordination | @KRACare | Nairobi, Kenya | Public Service | Degree in Commerce /Economics/Business Administration; CPA or ACCA Finalist | Mid Level | Closing 28th July 2020 | https://bit.ly/2Cn4HkL #IkoKaziKE #IkoKazi",Finance_501,1,0,
2020-07-17 05:01:00+00:00,"JOB | Manager- Intelligence Operations and Case Management | @KRACare | Nairobi, Kenya | Public Service | Degree; Thorough knowledge of the relevant Tax Acts and policies | Mid Level | Closing 24th July 2020 | https://bit.ly/3eCqfH1 #IkoKaziKE #IkoKazi",Finance_501,3,0,
2020-07-17 05:00:00+00:00,"JOB | Head of Finance - Kenya | @talamobile | Nairobi, Kenya | FinTech | Bachelor’s Degree in Finance, Business, Economics or other quantitative degree; Deeply analytical problem-solver | Mid Level | Open | https://bit.ly/2Zl2Cyd #IkoKaziKE #IkoKazi",Finance_501,1,1,
2020-07-17 04:02:46+00:00,"Kindly retweet so that it May reach my clients. Get yourself pure honey from Northern Kenya. For Orders, Enquiries, Deliveries; Call, Text, Whatsapp- 0717576118 #IkoKaziKE #ShareMyHustle #CRYMUN #SportPesa #KameneAndJalas #HalaMadrid #BuildingBackABetterKE #MainaAndKingangi",ombchae1,1,3,
2020-07-17 03:51:30+00:00,"On time deliveries happy client thanks for your support. For cabro supplies and fixing to we do countrywide deliveries. Call/ WhatsApp 0700050607 for orders , free site visits and quotations #BuildingBackABetterKE #IkoKaziKE ",Gotech_constrKe,1,2,
2020-07-17 03:35:19+00:00,"Thank you everyone for the referrals, I got solid leads...up next is Vodka and Rum content creators #IkoKaziKe",danobura,3,0,
2020-07-17 02:29:20+00:00,"Click the link below to get moving quote.⠀ https://buff.ly/37U9dBU⠀ +254727773663, +254736400240⠀ #MoveWithoutTears #IkoKaziKE ",CubeMoversLTD,1,0,
2020-07-17 02:25:32+00:00,"Creating great smiles every day. To see or book us for an appointment, please contact us 254725526047/+254732690149⠀⠀⠀⠀ NB:(Price will be quoted separately after consultation)⠀⠀⠀⠀ #UtmostDentalCare #IkoKaziKE #dentist",thenbodentist,1,1,
2020-07-16 22:04:51+00:00,Looking for more job opportunities? Check out the Product Support Manager (Forklift Department) Job Click here to apply http://app.kaziquest.com/jobs/product-support-manager-forklift-department/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,2,0,
2020-07-16 22:04:46+00:00,Looking for more job opportunities? Check out the Van Sales Rep – Bread Company Job Click here to apply http://app.kaziquest.com/jobs/van-sales-rep-bread-company/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,2,0,
2020-07-16 22:02:59+00:00,Looking for more job opportunities? Check out the Medical specialist 1 (Radiologist) Job Click here to apply http://app.kaziquest.com/jobs/medical-specialist-1-radiologist/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,2,0,
2020-07-16 22:02:54+00:00,Looking for more job opportunities? Check out the Director Environment Job Click here to apply http://app.kaziquest.com/jobs/director-environment/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,2,0,
2020-07-16 22:02:51+00:00,Looking for more job opportunities? Check out the Director Climate Change Job Click here to apply http://app.kaziquest.com/jobs/director-climate-change/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,1,0,
2020-07-16 22:02:46+00:00,Looking for more job opportunities? Check out the Director Water &amp; Sanitation Job Click here to apply http://app.kaziquest.com/jobs/director-water-amp-sanitation/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,2,0,
2020-07-16 22:02:11+00:00,Looking for more job opportunities? Check out the Head of Internal Audit at Tausi Job Click here to apply http://app.kaziquest.com/jobs/head-of-internal-audit-at-tausi/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,1,0,
2020-07-16 22:02:07+00:00,Looking for more job opportunities? Check out the Digital Marketing Intern at ShopIt Store Job Click here to apply http://app.kaziquest.com/jobs/digital-marketing-intern-at-shopit-store/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,1,1,
2020-07-16 22:02:03+00:00,Looking for more job opportunities? Check out the Laboratory Technologist III x3 at Murang’a County Job Click here to apply http://app.kaziquest.com/jobs/laboratory-technologist-iii-x3-at-muranga-county/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,1,0,
2020-07-16 22:01:56+00:00,Looking for more job opportunities? Check out the Group Investment Manager at CPF Financial Services Job Click here to apply http://app.kaziquest.com/jobs/group-investment-manager-at-cpf-financial-services/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,2,0,
2020-07-16 22:01:54+00:00,Looking for more job opportunities? Check out the Assistant Occupational Therapist III x4 at Murang’a County Job Click here to apply http://app.kaziquest.com/jobs/assistant-occupational-therapist-iii-x4-at-muranga-county/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,2,0,
2020-07-16 22:01:50+00:00,Looking for more job opportunities? Check out the Medical Specialist at Murang’a County Job Click here to apply http://app.kaziquest.com/jobs/medical-specialist-at-muranga-county/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,2,0,
2020-07-16 22:01:47+00:00,Looking for more job opportunities? Check out the Radiographer III x3 at Murang’a County Job Click here to apply http://app.kaziquest.com/jobs/radiographer-iii-x3-at-muranga-county/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,1,0,
2020-07-16 22:01:40+00:00,Looking for more job opportunities? Check out the Pharmacist at Recours 4 Kenya Consultants Limited Job Click here to apply http://app.kaziquest.com/jobs/pharmacist-at-recours-4-kenya-consultants-limited/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,1,0,
2020-07-16 22:01:37+00:00,Looking for more job opportunities? Check out the Pharmaceutical Technologist III x2 at Murang’a County Job Click here to apply http://app.kaziquest.com/jobs/pharmaceutical-technologist-iii-x2-at-muranga-county/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,2,0,
2020-07-16 22:01:30+00:00,Looking for more job opportunities? Check out the Plaster Technician x4 at Murang’a County Job Click here to apply http://app.kaziquest.com/jobs/plaster-technician-x4-at-muranga-county/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,1,0,
2020-07-16 22:01:27+00:00,Looking for more job opportunities? Check out the Communication and Information Assistant at United Nations Job Click here to apply http://app.kaziquest.com/jobs/communication-and-information-assistant-at-united-nations/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,1,0,
2020-07-16 22:00:55+00:00,Looking for more job opportunities? Check out the Insurance Sales Agent Job Click here to apply http://app.kaziquest.com/jobs/insurance-sales-agent-4/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,0,0,
2020-07-16 22:00:51+00:00,Looking for more job opportunities? Check out the ICU Nurse Job Click here to apply http://app.kaziquest.com/jobs/icu-nurse/ #IkoKaziKE #IkoKazi #Hiring #JobOpening,KaziQuest,1,0,
